Categoría,Texto
Necesidad,"Para el bárbaro el hombre nunca le ha valido nada, solo su capacidad de hacer dinero, de complacer y acomodar. Como todas las demás cosas. No se crean ninguna preocupación humana, ninguna llamada filantropía ni mucho menos política, que hacen de todo menos de sus palabras. El bárbaro nada más vela por sus intereses, y si se da cuenta que por su interés es necesario velar por las necesidades de sus esclavos sólo para no perder su provecho, sólo por eso en sus necesidades se va a preocupar y sólo hasta ahí, sino hasta que vuelva a temer sufrir una pérdida en su estabilidad. Déjense de ese cuento, infelices. El humano al bárbaro no es humano, es recurso humano. El agua no es agua, es recurso hídrico. El árbol no es árbol, es madera. El animal no es animal, es carne"
Placer,"Para el bárbaro el hombre nunca le ha valido nada, solo su capacidad de hacer dinero, de complacer y acomodar. Como todas las demás cosas. No se crean ninguna preocupación humana, ninguna llamada filantropía ni mucho menos política, que hacen de todo menos de sus palabras. El bárbaro nada más vela por sus intereses, y si se da cuenta que por su interés es necesario velar por las necesidades de sus esclavos sólo para no perder su provecho, sólo por eso en sus necesidades se va a preocupar y sólo hasta ahí, sino hasta que vuelva a temer sufrir una pérdida en su estabilidad. Déjense de ese cuento, infelices. El humano al bárbaro no es humano, es recurso humano. El agua no es agua, es recurso hídrico. El árbol no es árbol, es madera. El animal no es animal, es carne"
Esclavitud,"Para el bárbaro el hombre nunca le ha valido nada, solo su capacidad de hacer dinero, de complacer y acomodar. Como todas las demás cosas. No se crean ninguna preocupación humana, ninguna llamada filantropía ni mucho menos política, que hacen de todo menos de sus palabras. El bárbaro nada más vela por sus intereses, y si se da cuenta que por su interés es necesario velar por las necesidades de sus esclavos sólo para no perder su provecho, sólo por eso en sus necesidades se va a preocupar y sólo hasta ahí, sino hasta que vuelva a temer sufrir una pérdida en su estabilidad. Déjense de ese cuento, infelices. El humano al bárbaro no es humano, es recurso humano. El agua no es agua, es recurso hídrico. El árbol no es árbol, es madera. El animal no es animal, es carne"
Preocupación,"Para el bárbaro el hombre nunca le ha valido nada, solo su capacidad de hacer dinero, de complacer y acomodar. Como todas las demás cosas. No se crean ninguna preocupación humana, ninguna llamada filantropía ni mucho menos política, que hacen de todo menos de sus palabras. El bárbaro nada más vela por sus intereses, y si se da cuenta que por su interés es necesario velar por las necesidades de sus esclavos sólo para no perder su provecho, sólo por eso en sus necesidades se va a preocupar y sólo hasta ahí, sino hasta que vuelva a temer sufrir una pérdida en su estabilidad. Déjense de ese cuento, infelices. El humano al bárbaro no es humano, es recurso humano. El agua no es agua, es recurso hídrico. El árbol no es árbol, es madera. El animal no es animal, es carne"
Humanos,"Para el bárbaro el hombre nunca le ha valido nada, solo su capacidad de hacer dinero, de complacer y acomodar. Como todas las demás cosas. No se crean ninguna preocupación humana, ninguna llamada filantropía ni mucho menos política, que hacen de todo menos de sus palabras. El bárbaro nada más vela por sus intereses, y si se da cuenta que por su interés es necesario velar por las necesidades de sus esclavos sólo para no perder su provecho, sólo por eso en sus necesidades se va a preocupar y sólo hasta ahí, sino hasta que vuelva a temer sufrir una pérdida en su estabilidad. Déjense de ese cuento, infelices. El humano al bárbaro no es humano, es recurso humano. El agua no es agua, es recurso hídrico. El árbol no es árbol, es madera. El animal no es animal, es carne"
Esclavitud,"Cosa más rara que una víctima justificando su abusador. Hubieron esclavos justificaban su esclavitud, hubieron que justifican las guerras, hubieron que justifican los homicidios, justifican la explotación, justifican la crueldad, justifican la injusticia"
Verdad,"El mundo puede inventar pruebas para embarazadas, para enfermos, para tomados y drogados, fabricar pruebas durante pandemias, mecanismos para detectar explosivos, detectar fenómenos meteorológicos, para detectar misiles y hasta para detectar ondas gravitacionales, y si de verdad les preocupara, ¿no van a poder inventar pruebas para validar una incapacidad de una mujer por su menstruación"
Mundo,"El mundo puede inventar pruebas para embarazadas, para enfermos, para tomados y drogados, fabricar pruebas durante pandemias, mecanismos para detectar explosivos, detectar fenómenos meteorológicos, para detectar misiles y hasta para detectar ondas gravitacionales, y si de verdad les preocupara, ¿no van a poder inventar pruebas para validar una incapacidad de una mujer por su menstruación"
Poder,"El mundo puede inventar pruebas para embarazadas, para enfermos, para tomados y drogados, fabricar pruebas durante pandemias, mecanismos para detectar explosivos, detectar fenómenos meteorológicos, para detectar misiles y hasta para detectar ondas gravitacionales, y si de verdad les preocupara, ¿no van a poder inventar pruebas para validar una incapacidad de una mujer por su menstruación"
Trabajar,"Las mujeres las hacen trabajar en sus periodos, poco falta para tener a todos los trabajadores en pañales, si no lo hacen ya"
Noche,"El dinero juzga el placer no la necesidad. La madre no vale nada pero la que se desnuda sí. La madre por ser madre el mercado la compra menos, y si la compra, la compra por menos. Ya quisieran quejarse de que el mercado, que las desvalora por ser madres, no les acepta incapacitarse por sus periodos. Pero hasta las mujeres defienden su propio desprecio y justifican a sus proxenetas. Son como a las que les excita terminar moreteadas después de una noche desenfrenada. Así están todos los hombres también. Les encanta ser tratados como cualquier cosa más, y cuando se les trata de ayudar muerden"
Dinero,"El dinero juzga el placer no la necesidad. La madre no vale nada pero la que se desnuda sí. La madre por ser madre el mercado la compra menos, y si la compra, la compra por menos. Ya quisieran quejarse de que el mercado, que las desvalora por ser madres, no les acepta incapacitarse por sus periodos. Pero hasta las mujeres defienden su propio desprecio y justifican a sus proxenetas. Son como a las que les excita terminar moreteadas después de una noche desenfrenada. Así están todos los hombres también. Les encanta ser tratados como cualquier cosa más, y cuando se les trata de ayudar muerden"
Mercader,"El dinero juzga el placer no la necesidad. La madre no vale nada pero la que se desnuda sí. La madre por ser madre el mercado la compra menos, y si la compra, la compra por menos. Ya quisieran quejarse de que el mercado, que las desvalora por ser madres, no les acepta incapacitarse por sus periodos. Pero hasta las mujeres defienden su propio desprecio y justifican a sus proxenetas. Son como a las que les excita terminar moreteadas después de una noche desenfrenada. Así están todos los hombres también. Les encanta ser tratados como cualquier cosa más, y cuando se les trata de ayudar muerden"
Necesidad,"El dinero juzga el placer no la necesidad. La madre no vale nada pero la que se desnuda sí. La madre por ser madre el mercado la compra menos, y si la compra, la compra por menos. Ya quisieran quejarse de que el mercado, que las desvalora por ser madres, no les acepta incapacitarse por sus periodos. Pero hasta las mujeres defienden su propio desprecio y justifican a sus proxenetas. Son como a las que les excita terminar moreteadas después de una noche desenfrenada. Así están todos los hombres también. Les encanta ser tratados como cualquier cosa más, y cuando se les trata de ayudar muerden"
Ayudar,"El dinero juzga el placer no la necesidad. La madre no vale nada pero la que se desnuda sí. La madre por ser madre el mercado la compra menos, y si la compra, la compra por menos. Ya quisieran quejarse de que el mercado, que las desvalora por ser madres, no les acepta incapacitarse por sus periodos. Pero hasta las mujeres defienden su propio desprecio y justifican a sus proxenetas. Son como a las que les excita terminar moreteadas después de una noche desenfrenada. Así están todos los hombres también. Les encanta ser tratados como cualquier cosa más, y cuando se les trata de ayudar muerden"
Desprecio,"El dinero juzga el placer no la necesidad. La madre no vale nada pero la que se desnuda sí. La madre por ser madre el mercado la compra menos, y si la compra, la compra por menos. Ya quisieran quejarse de que el mercado, que las desvalora por ser madres, no les acepta incapacitarse por sus periodos. Pero hasta las mujeres defienden su propio desprecio y justifican a sus proxenetas. Son como a las que les excita terminar moreteadas después de una noche desenfrenada. Así están todos los hombres también. Les encanta ser tratados como cualquier cosa más, y cuando se les trata de ayudar muerden"
Humanos,"El dinero juzga el placer no la necesidad. La madre no vale nada pero la que se desnuda sí. La madre por ser madre el mercado la compra menos, y si la compra, la compra por menos. Ya quisieran quejarse de que el mercado, que las desvalora por ser madres, no les acepta incapacitarse por sus periodos. Pero hasta las mujeres defienden su propio desprecio y justifican a sus proxenetas. Son como a las que les excita terminar moreteadas después de una noche desenfrenada. Así están todos los hombres también. Les encanta ser tratados como cualquier cosa más, y cuando se les trata de ayudar muerden"
Humanos,El hombre por primera vez está viendo todo. Por primera vez está sintiendo. Por primera vez conociendo. Otra vez
Opinión,"El mundo cree que tienen opinión, y todo lo que conversan aparece en las noticias. Todo lo que consumen se los sugiere sus plataformas. Todo lo que conocen lo aprenden de lo que el mundo promueve, no lo que no promueve ni mucho menos lo que censura"
Mundo,"El mundo cree que tienen opinión, y todo lo que conversan aparece en las noticias. Todo lo que consumen se los sugiere sus plataformas. Todo lo que conocen lo aprenden de lo que el mundo promueve, no lo que no promueve ni mucho menos lo que censura"
Gente,La cantidad de partidos o candidatos no son más que una estrategia para engañar a la gente a caer en la idea de la democracia. La cantidad de partidos o candidatos no son más que una estrategia para distraer y confundir a la gente de los asuntos que tratan los políticos. No son otra cosa que una estrategia para reducir el tiempo y la información de la gente para conocer sobre los asuntos que tratan los políticos
Conocimiento,La cantidad de partidos o candidatos no son más que una estrategia para engañar a la gente a caer en la idea de la democracia. La cantidad de partidos o candidatos no son más que una estrategia para distraer y confundir a la gente de los asuntos que tratan los políticos. No son otra cosa que una estrategia para reducir el tiempo y la información de la gente para conocer sobre los asuntos que tratan los políticos
Tiempo,La cantidad de partidos o candidatos no son más que una estrategia para engañar a la gente a caer en la idea de la democracia. La cantidad de partidos o candidatos no son más que una estrategia para distraer y confundir a la gente de los asuntos que tratan los políticos. No son otra cosa que una estrategia para reducir el tiempo y la información de la gente para conocer sobre los asuntos que tratan los políticos
Mundo,El mundo cree que los partidos son sus candidatos. Creen que votan por una persona. El mundo cree que el candidato se hace solo popular
Humanos,El mundo cree que los partidos son sus candidatos. Creen que votan por una persona. El mundo cree que el candidato se hace solo popular
Verdad,"El mundo cree que tiene libertad y poder de actuar por su país. El mundo cree que tiene la potestad de involucrarse en la idea que le vendieron de política. Ni encontró la política ni encontró la democracia. Se comió un cuento. De verdad creyó no solo que podía velar por el pueblo, sino que de verdad esperó ir a velar por el pueblo. No se ha dado cuenta que lo que llaman política es todo menos política, y la libertad y la democracia era solo percepción. Miren cuantos partidos caen en la idea, que ni se llegan a conocer. Miren cuantos candidatos caen en la idea, de los que ni se llegan a oír"
Conocimiento,"El mundo cree que tiene libertad y poder de actuar por su país. El mundo cree que tiene la potestad de involucrarse en la idea que le vendieron de política. Ni encontró la política ni encontró la democracia. Se comió un cuento. De verdad creyó no solo que podía velar por el pueblo, sino que de verdad esperó ir a velar por el pueblo. No se ha dado cuenta que lo que llaman política es todo menos política, y la libertad y la democracia era solo percepción. Miren cuantos partidos caen en la idea, que ni se llegan a conocer. Miren cuantos candidatos caen en la idea, de los que ni se llegan a oír"
Mundo,"El mundo cree que tiene libertad y poder de actuar por su país. El mundo cree que tiene la potestad de involucrarse en la idea que le vendieron de política. Ni encontró la política ni encontró la democracia. Se comió un cuento. De verdad creyó no solo que podía velar por el pueblo, sino que de verdad esperó ir a velar por el pueblo. No se ha dado cuenta que lo que llaman política es todo menos política, y la libertad y la democracia era solo percepción. Miren cuantos partidos caen en la idea, que ni se llegan a conocer. Miren cuantos candidatos caen en la idea, de los que ni se llegan a oír"
Percepción,"El mundo cree que tiene libertad y poder de actuar por su país. El mundo cree que tiene la potestad de involucrarse en la idea que le vendieron de política. Ni encontró la política ni encontró la democracia. Se comió un cuento. De verdad creyó no solo que podía velar por el pueblo, sino que de verdad esperó ir a velar por el pueblo. No se ha dado cuenta que lo que llaman política es todo menos política, y la libertad y la democracia era solo percepción. Miren cuantos partidos caen en la idea, que ni se llegan a conocer. Miren cuantos candidatos caen en la idea, de los que ni se llegan a oír"
Poder,"El mundo cree que tiene libertad y poder de actuar por su país. El mundo cree que tiene la potestad de involucrarse en la idea que le vendieron de política. Ni encontró la política ni encontró la democracia. Se comió un cuento. De verdad creyó no solo que podía velar por el pueblo, sino que de verdad esperó ir a velar por el pueblo. No se ha dado cuenta que lo que llaman política es todo menos política, y la libertad y la democracia era solo percepción. Miren cuantos partidos caen en la idea, que ni se llegan a conocer. Miren cuantos candidatos caen en la idea, de los que ni se llegan a oír"
Recurso,"La clase no está en el dinero. La clase está en el acceso a los recursos a su alrededor. En esencia socialmente no se diferencia en nada un aviador de un taxista. No se diferencia en nada una modelo de una prostituta. No se diferencia en nada un granjero de un doctor. Un albañil de un ingeniero. Una ama de casa de un agente de servicio. Pero por otro lado no se diferencia en nada un terrateniente de un político. Un empresario de un gobernante. Un amo o patrón de un presidente. Las clases no se han ganado ni se han perdido. Las clases se establecieron desde que las profanidades presidieron. En general sólo existen las clases obrera y dominante, por más dinero y libertad que tengan los obreros, no dejan de ser obreros. Pero todos volverán a ser obreros de Dios, ni mayor ni menor uno que otro. Así como en este mundo hay clases entre los hombres, para Dios en este mundo también las hay. Hay los herederos y los que no heredarán. Los salvados y los que no se salvarán. Los benditos y los malditos. Los dichosos y los desdichados. Los que morirán y los que vivirán para caminar sobre los muertos"
Dios,"La clase no está en el dinero. La clase está en el acceso a los recursos a su alrededor. En esencia socialmente no se diferencia en nada un aviador de un taxista. No se diferencia en nada una modelo de una prostituta. No se diferencia en nada un granjero de un doctor. Un albañil de un ingeniero. Una ama de casa de un agente de servicio. Pero por otro lado no se diferencia en nada un terrateniente de un político. Un empresario de un gobernante. Un amo o patrón de un presidente. Las clases no se han ganado ni se han perdido. Las clases se establecieron desde que las profanidades presidieron. En general sólo existen las clases obrera y dominante, por más dinero y libertad que tengan los obreros, no dejan de ser obreros. Pero todos volverán a ser obreros de Dios, ni mayor ni menor uno que otro. Así como en este mundo hay clases entre los hombres, para Dios en este mundo también las hay. Hay los herederos y los que no heredarán. Los salvados y los que no se salvarán. Los benditos y los malditos. Los dichosos y los desdichados. Los que morirán y los que vivirán para caminar sobre los muertos"
Dinero,"La clase no está en el dinero. La clase está en el acceso a los recursos a su alrededor. En esencia socialmente no se diferencia en nada un aviador de un taxista. No se diferencia en nada una modelo de una prostituta. No se diferencia en nada un granjero de un doctor. Un albañil de un ingeniero. Una ama de casa de un agente de servicio. Pero por otro lado no se diferencia en nada un terrateniente de un político. Un empresario de un gobernante. Un amo o patrón de un presidente. Las clases no se han ganado ni se han perdido. Las clases se establecieron desde que las profanidades presidieron. En general sólo existen las clases obrera y dominante, por más dinero y libertad que tengan los obreros, no dejan de ser obreros. Pero todos volverán a ser obreros de Dios, ni mayor ni menor uno que otro. Así como en este mundo hay clases entre los hombres, para Dios en este mundo también las hay. Hay los herederos y los que no heredarán. Los salvados y los que no se salvarán. Los benditos y los malditos. Los dichosos y los desdichados. Los que morirán y los que vivirán para caminar sobre los muertos"
Mundo,"La clase no está en el dinero. La clase está en el acceso a los recursos a su alrededor. En esencia socialmente no se diferencia en nada un aviador de un taxista. No se diferencia en nada una modelo de una prostituta. No se diferencia en nada un granjero de un doctor. Un albañil de un ingeniero. Una ama de casa de un agente de servicio. Pero por otro lado no se diferencia en nada un terrateniente de un político. Un empresario de un gobernante. Un amo o patrón de un presidente. Las clases no se han ganado ni se han perdido. Las clases se establecieron desde que las profanidades presidieron. En general sólo existen las clases obrera y dominante, por más dinero y libertad que tengan los obreros, no dejan de ser obreros. Pero todos volverán a ser obreros de Dios, ni mayor ni menor uno que otro. Así como en este mundo hay clases entre los hombres, para Dios en este mundo también las hay. Hay los herederos y los que no heredarán. Los salvados y los que no se salvarán. Los benditos y los malditos. Los dichosos y los desdichados. Los que morirán y los que vivirán para caminar sobre los muertos"
Clases,"La clase no está en el dinero. La clase está en el acceso a los recursos a su alrededor. En esencia socialmente no se diferencia en nada un aviador de un taxista. No se diferencia en nada una modelo de una prostituta. No se diferencia en nada un granjero de un doctor. Un albañil de un ingeniero. Una ama de casa de un agente de servicio. Pero por otro lado no se diferencia en nada un terrateniente de un político. Un empresario de un gobernante. Un amo o patrón de un presidente. Las clases no se han ganado ni se han perdido. Las clases se establecieron desde que las profanidades presidieron. En general sólo existen las clases obrera y dominante, por más dinero y libertad que tengan los obreros, no dejan de ser obreros. Pero todos volverán a ser obreros de Dios, ni mayor ni menor uno que otro. Así como en este mundo hay clases entre los hombres, para Dios en este mundo también las hay. Hay los herederos y los que no heredarán. Los salvados y los que no se salvarán. Los benditos y los malditos. Los dichosos y los desdichados. Los que morirán y los que vivirán para caminar sobre los muertos"
Dominio,"La clase no está en el dinero. La clase está en el acceso a los recursos a su alrededor. En esencia socialmente no se diferencia en nada un aviador de un taxista. No se diferencia en nada una modelo de una prostituta. No se diferencia en nada un granjero de un doctor. Un albañil de un ingeniero. Una ama de casa de un agente de servicio. Pero por otro lado no se diferencia en nada un terrateniente de un político. Un empresario de un gobernante. Un amo o patrón de un presidente. Las clases no se han ganado ni se han perdido. Las clases se establecieron desde que las profanidades presidieron. En general sólo existen las clases obrera y dominante, por más dinero y libertad que tengan los obreros, no dejan de ser obreros. Pero todos volverán a ser obreros de Dios, ni mayor ni menor uno que otro. Así como en este mundo hay clases entre los hombres, para Dios en este mundo también las hay. Hay los herederos y los que no heredarán. Los salvados y los que no se salvarán. Los benditos y los malditos. Los dichosos y los desdichados. Los que morirán y los que vivirán para caminar sobre los muertos"
Humanos,"La clase no está en el dinero. La clase está en el acceso a los recursos a su alrededor. En esencia socialmente no se diferencia en nada un aviador de un taxista. No se diferencia en nada una modelo de una prostituta. No se diferencia en nada un granjero de un doctor. Un albañil de un ingeniero. Una ama de casa de un agente de servicio. Pero por otro lado no se diferencia en nada un terrateniente de un político. Un empresario de un gobernante. Un amo o patrón de un presidente. Las clases no se han ganado ni se han perdido. Las clases se establecieron desde que las profanidades presidieron. En general sólo existen las clases obrera y dominante, por más dinero y libertad que tengan los obreros, no dejan de ser obreros. Pero todos volverán a ser obreros de Dios, ni mayor ni menor uno que otro. Así como en este mundo hay clases entre los hombres, para Dios en este mundo también las hay. Hay los herederos y los que no heredarán. Los salvados y los que no se salvarán. Los benditos y los malditos. Los dichosos y los desdichados. Los que morirán y los que vivirán para caminar sobre los muertos"
Trabajar,"No existen los indigenas, existen los bendecidos de los nuestros que no se dejaron engañar y los que se engañaron. Existen los que dejaron de tocar la tierra con los pies y de llevar el sol con la piel. Existen los que dejaron de trabajar la tierra y los que no. La percepción del indígena es una enajenación del pueblo de su propio origen e identidad"
Percepción,"No existen los indigenas, existen los bendecidos de los nuestros que no se dejaron engañar y los que se engañaron. Existen los que dejaron de tocar la tierra con los pies y de llevar el sol con la piel. Existen los que dejaron de trabajar la tierra y los que no. La percepción del indígena es una enajenación del pueblo de su propio origen e identidad"
Día,"Que es la salvación? ¿El paraíso? ¿El tesoro del cielo? Lo mismo por lo que trabajan los esclavos de la materia pero reconocible, sensato y real. Los insensatos no saben ni a donde van, sus planes cambian todo el tiempo, porque no sabe ni lo que les espera el día de mañana. Buscan seguridades para su descendencia que dependen de cualquier cosa menos de Dios. Seguridades que el día de mañana puede que no valgan nada. No así en cambio con el cielo de los sensatos. La seguridad que ponemos en Dios no vence ni se desploma. Nadie la roba, ni podrían aunque quisieran. El cielo se puede ver desde hoy, se puede vivir desde ya. Y sin tardanza se vivirá eternamente y a plenitud. Está grabado en su sangre, lo reconocen apenas se les presenta y radicalmente se alinean a la verdad, sin dejar un solo dedo afuera"
Materia,"Que es la salvación? ¿El paraíso? ¿El tesoro del cielo? Lo mismo por lo que trabajan los esclavos de la materia pero reconocible, sensato y real. Los insensatos no saben ni a donde van, sus planes cambian todo el tiempo, porque no sabe ni lo que les espera el día de mañana. Buscan seguridades para su descendencia que dependen de cualquier cosa menos de Dios. Seguridades que el día de mañana puede que no valgan nada. No así en cambio con el cielo de los sensatos. La seguridad que ponemos en Dios no vence ni se desploma. Nadie la roba, ni podrían aunque quisieran. El cielo se puede ver desde hoy, se puede vivir desde ya. Y sin tardanza se vivirá eternamente y a plenitud. Está grabado en su sangre, lo reconocen apenas se les presenta y radicalmente se alinean a la verdad, sin dejar un solo dedo afuera"
Verdad,"Que es la salvación? ¿El paraíso? ¿El tesoro del cielo? Lo mismo por lo que trabajan los esclavos de la materia pero reconocible, sensato y real. Los insensatos no saben ni a donde van, sus planes cambian todo el tiempo, porque no sabe ni lo que les espera el día de mañana. Buscan seguridades para su descendencia que dependen de cualquier cosa menos de Dios. Seguridades que el día de mañana puede que no valgan nada. No así en cambio con el cielo de los sensatos. La seguridad que ponemos en Dios no vence ni se desploma. Nadie la roba, ni podrían aunque quisieran. El cielo se puede ver desde hoy, se puede vivir desde ya. Y sin tardanza se vivirá eternamente y a plenitud. Está grabado en su sangre, lo reconocen apenas se les presenta y radicalmente se alinean a la verdad, sin dejar un solo dedo afuera"
Dios,"Que es la salvación? ¿El paraíso? ¿El tesoro del cielo? Lo mismo por lo que trabajan los esclavos de la materia pero reconocible, sensato y real. Los insensatos no saben ni a donde van, sus planes cambian todo el tiempo, porque no sabe ni lo que les espera el día de mañana. Buscan seguridades para su descendencia que dependen de cualquier cosa menos de Dios. Seguridades que el día de mañana puede que no valgan nada. No así en cambio con el cielo de los sensatos. La seguridad que ponemos en Dios no vence ni se desploma. Nadie la roba, ni podrían aunque quisieran. El cielo se puede ver desde hoy, se puede vivir desde ya. Y sin tardanza se vivirá eternamente y a plenitud. Está grabado en su sangre, lo reconocen apenas se les presenta y radicalmente se alinean a la verdad, sin dejar un solo dedo afuera"
Cambiar,"Que es la salvación? ¿El paraíso? ¿El tesoro del cielo? Lo mismo por lo que trabajan los esclavos de la materia pero reconocible, sensato y real. Los insensatos no saben ni a donde van, sus planes cambian todo el tiempo, porque no sabe ni lo que les espera el día de mañana. Buscan seguridades para su descendencia que dependen de cualquier cosa menos de Dios. Seguridades que el día de mañana puede que no valgan nada. No así en cambio con el cielo de los sensatos. La seguridad que ponemos en Dios no vence ni se desploma. Nadie la roba, ni podrían aunque quisieran. El cielo se puede ver desde hoy, se puede vivir desde ya. Y sin tardanza se vivirá eternamente y a plenitud. Está grabado en su sangre, lo reconocen apenas se les presenta y radicalmente se alinean a la verdad, sin dejar un solo dedo afuera"
Cielo,"Que es la salvación? ¿El paraíso? ¿El tesoro del cielo? Lo mismo por lo que trabajan los esclavos de la materia pero reconocible, sensato y real. Los insensatos no saben ni a donde van, sus planes cambian todo el tiempo, porque no sabe ni lo que les espera el día de mañana. Buscan seguridades para su descendencia que dependen de cualquier cosa menos de Dios. Seguridades que el día de mañana puede que no valgan nada. No así en cambio con el cielo de los sensatos. La seguridad que ponemos en Dios no vence ni se desploma. Nadie la roba, ni podrían aunque quisieran. El cielo se puede ver desde hoy, se puede vivir desde ya. Y sin tardanza se vivirá eternamente y a plenitud. Está grabado en su sangre, lo reconocen apenas se les presenta y radicalmente se alinean a la verdad, sin dejar un solo dedo afuera"
Esclavitud,"Que es la salvación? ¿El paraíso? ¿El tesoro del cielo? Lo mismo por lo que trabajan los esclavos de la materia pero reconocible, sensato y real. Los insensatos no saben ni a donde van, sus planes cambian todo el tiempo, porque no sabe ni lo que les espera el día de mañana. Buscan seguridades para su descendencia que dependen de cualquier cosa menos de Dios. Seguridades que el día de mañana puede que no valgan nada. No así en cambio con el cielo de los sensatos. La seguridad que ponemos en Dios no vence ni se desploma. Nadie la roba, ni podrían aunque quisieran. El cielo se puede ver desde hoy, se puede vivir desde ya. Y sin tardanza se vivirá eternamente y a plenitud. Está grabado en su sangre, lo reconocen apenas se les presenta y radicalmente se alinean a la verdad, sin dejar un solo dedo afuera"
Tiempo,"Que es la salvación? ¿El paraíso? ¿El tesoro del cielo? Lo mismo por lo que trabajan los esclavos de la materia pero reconocible, sensato y real. Los insensatos no saben ni a donde van, sus planes cambian todo el tiempo, porque no sabe ni lo que les espera el día de mañana. Buscan seguridades para su descendencia que dependen de cualquier cosa menos de Dios. Seguridades que el día de mañana puede que no valgan nada. No así en cambio con el cielo de los sensatos. La seguridad que ponemos en Dios no vence ni se desploma. Nadie la roba, ni podrían aunque quisieran. El cielo se puede ver desde hoy, se puede vivir desde ya. Y sin tardanza se vivirá eternamente y a plenitud. Está grabado en su sangre, lo reconocen apenas se les presenta y radicalmente se alinean a la verdad, sin dejar un solo dedo afuera"
Materia,"Si se siente uno obligado a no dejar que se aprovechen de una persona, cuando por ejemplo, se le ofrece a un empleado ser ascendido sin aumento salarial o ser pagado horas extras con cualquier cosa menos dinero, justamente porque uno sabe como deben de ser las cosas, ¿cómo uno que sabe, no se va a sentir obligado a no dejar que se aprovechen de una persona cuando por ejemplo, le ofrecen trabajar para ser feliz, consumir para ser feliz, ser dada un propósito de vida para así no tener que buscarlo por si misma, o dejar sus comodidades y necesidades en manos de otros para vivir más tranquila y feliz? Todo el mundo ha sido estafado, aprovechado y mortalmente engañado. Todos han sido sin saberlo esclavizados. Trate alguien de librarse y vivir por sí mismo fuera del sistema, para que sepa que hasta el agua le han sido arrebatados y que no pueden adquirirla tras salirse del sistema. Todo el mundo se vendió con todo lo que tenían. Ya no tienen ni opinión. Las opiniones hasta se las dan para escoger, y a eso llaman libertad. Pobres hombres estafados. Son como prostitutas que trabajan no por necesidad sino por gusto. Eso debe ser. Que no son más que mercancía, materia formada a partir del parecer del hombre y no del parecer de Dios"
Opinión,"Si se siente uno obligado a no dejar que se aprovechen de una persona, cuando por ejemplo, se le ofrece a un empleado ser ascendido sin aumento salarial o ser pagado horas extras con cualquier cosa menos dinero, justamente porque uno sabe como deben de ser las cosas, ¿cómo uno que sabe, no se va a sentir obligado a no dejar que se aprovechen de una persona cuando por ejemplo, le ofrecen trabajar para ser feliz, consumir para ser feliz, ser dada un propósito de vida para así no tener que buscarlo por si misma, o dejar sus comodidades y necesidades en manos de otros para vivir más tranquila y feliz? Todo el mundo ha sido estafado, aprovechado y mortalmente engañado. Todos han sido sin saberlo esclavizados. Trate alguien de librarse y vivir por sí mismo fuera del sistema, para que sepa que hasta el agua le han sido arrebatados y que no pueden adquirirla tras salirse del sistema. Todo el mundo se vendió con todo lo que tenían. Ya no tienen ni opinión. Las opiniones hasta se las dan para escoger, y a eso llaman libertad. Pobres hombres estafados. Son como prostitutas que trabajan no por necesidad sino por gusto. Eso debe ser. Que no son más que mercancía, materia formada a partir del parecer del hombre y no del parecer de Dios"
Vida,"Si se siente uno obligado a no dejar que se aprovechen de una persona, cuando por ejemplo, se le ofrece a un empleado ser ascendido sin aumento salarial o ser pagado horas extras con cualquier cosa menos dinero, justamente porque uno sabe como deben de ser las cosas, ¿cómo uno que sabe, no se va a sentir obligado a no dejar que se aprovechen de una persona cuando por ejemplo, le ofrecen trabajar para ser feliz, consumir para ser feliz, ser dada un propósito de vida para así no tener que buscarlo por si misma, o dejar sus comodidades y necesidades en manos de otros para vivir más tranquila y feliz? Todo el mundo ha sido estafado, aprovechado y mortalmente engañado. Todos han sido sin saberlo esclavizados. Trate alguien de librarse y vivir por sí mismo fuera del sistema, para que sepa que hasta el agua le han sido arrebatados y que no pueden adquirirla tras salirse del sistema. Todo el mundo se vendió con todo lo que tenían. Ya no tienen ni opinión. Las opiniones hasta se las dan para escoger, y a eso llaman libertad. Pobres hombres estafados. Son como prostitutas que trabajan no por necesidad sino por gusto. Eso debe ser. Que no son más que mercancía, materia formada a partir del parecer del hombre y no del parecer de Dios"
Trabajar,"Si se siente uno obligado a no dejar que se aprovechen de una persona, cuando por ejemplo, se le ofrece a un empleado ser ascendido sin aumento salarial o ser pagado horas extras con cualquier cosa menos dinero, justamente porque uno sabe como deben de ser las cosas, ¿cómo uno que sabe, no se va a sentir obligado a no dejar que se aprovechen de una persona cuando por ejemplo, le ofrecen trabajar para ser feliz, consumir para ser feliz, ser dada un propósito de vida para así no tener que buscarlo por si misma, o dejar sus comodidades y necesidades en manos de otros para vivir más tranquila y feliz? Todo el mundo ha sido estafado, aprovechado y mortalmente engañado. Todos han sido sin saberlo esclavizados. Trate alguien de librarse y vivir por sí mismo fuera del sistema, para que sepa que hasta el agua le han sido arrebatados y que no pueden adquirirla tras salirse del sistema. Todo el mundo se vendió con todo lo que tenían. Ya no tienen ni opinión. Las opiniones hasta se las dan para escoger, y a eso llaman libertad. Pobres hombres estafados. Son como prostitutas que trabajan no por necesidad sino por gusto. Eso debe ser. Que no son más que mercancía, materia formada a partir del parecer del hombre y no del parecer de Dios"
