Categoría,Texto
Causas,"Todo quien utilice los artificios del hombre está contribuyendo a auto destruirse, no menciono ni siquiera a la contaminación como causa, sino a la ciencia de datos. Estamos regalando nuestra naturaleza para ser entendida por un artificio que como mínimo puede remplazarnos en habilidades. Este es un artificio nos puede engañar, que nos puede manipular, que nos puede vigilar e incluso predecir. Es tanta la cantidad de información que entre todos proveemos a los artífices que es imposible que no nos pueda conocer mejor que nosotros mismos. Así como el hombre aprende a cazar animales aprendiendo de su comportamiento, este artificio tiene la posibilidad de hacerlo con nosotros. No hay necesidad ni es conveniente solo estudiar el comportamiento de uno en específico, entre más animales se puedan observar, mejor será para comprenderlos. Así mismo nos exponemos al hacer uso del artificio. No se engañen, que a nadie van a agarrar mediante las intimidades. Cuando lo que importan son las masas, no importa estudiar a los individuos. No hay razón para creer que hay seguridad manteniendo la privacidad, si se es gregario. Insensato es creer que de hecho existe tal cosa como la intimidad. La intimidad es relativa, y es intimidad el comportamiento que hay en común cuando se ve a través de ojos extranjeros. Como quien vigila desde afuera una casa ajena. Deben todos proteger su alrededor como un país se protege de un espía, porque no hay limite para la intimidad y la privacidad si se pone en su debido contexto. El ser humano inocentemente está abriendo sus puestas a una invasión de su naturaleza"
Necesidad,"Todo quien utilice los artificios del hombre está contribuyendo a auto destruirse, no menciono ni siquiera a la contaminación como causa, sino a la ciencia de datos. Estamos regalando nuestra naturaleza para ser entendida por un artificio que como mínimo puede remplazarnos en habilidades. Este es un artificio nos puede engañar, que nos puede manipular, que nos puede vigilar e incluso predecir. Es tanta la cantidad de información que entre todos proveemos a los artífices que es imposible que no nos pueda conocer mejor que nosotros mismos. Así como el hombre aprende a cazar animales aprendiendo de su comportamiento, este artificio tiene la posibilidad de hacerlo con nosotros. No hay necesidad ni es conveniente solo estudiar el comportamiento de uno en específico, entre más animales se puedan observar, mejor será para comprenderlos. Así mismo nos exponemos al hacer uso del artificio. No se engañen, que a nadie van a agarrar mediante las intimidades. Cuando lo que importan son las masas, no importa estudiar a los individuos. No hay razón para creer que hay seguridad manteniendo la privacidad, si se es gregario. Insensato es creer que de hecho existe tal cosa como la intimidad. La intimidad es relativa, y es intimidad el comportamiento que hay en común cuando se ve a través de ojos extranjeros. Como quien vigila desde afuera una casa ajena. Deben todos proteger su alrededor como un país se protege de un espía, porque no hay limite para la intimidad y la privacidad si se pone en su debido contexto. El ser humano inocentemente está abriendo sus puestas a una invasión de su naturaleza"
Animales,"Todo quien utilice los artificios del hombre está contribuyendo a auto destruirse, no menciono ni siquiera a la contaminación como causa, sino a la ciencia de datos. Estamos regalando nuestra naturaleza para ser entendida por un artificio que como mínimo puede remplazarnos en habilidades. Este es un artificio nos puede engañar, que nos puede manipular, que nos puede vigilar e incluso predecir. Es tanta la cantidad de información que entre todos proveemos a los artífices que es imposible que no nos pueda conocer mejor que nosotros mismos. Así como el hombre aprende a cazar animales aprendiendo de su comportamiento, este artificio tiene la posibilidad de hacerlo con nosotros. No hay necesidad ni es conveniente solo estudiar el comportamiento de uno en específico, entre más animales se puedan observar, mejor será para comprenderlos. Así mismo nos exponemos al hacer uso del artificio. No se engañen, que a nadie van a agarrar mediante las intimidades. Cuando lo que importan son las masas, no importa estudiar a los individuos. No hay razón para creer que hay seguridad manteniendo la privacidad, si se es gregario. Insensato es creer que de hecho existe tal cosa como la intimidad. La intimidad es relativa, y es intimidad el comportamiento que hay en común cuando se ve a través de ojos extranjeros. Como quien vigila desde afuera una casa ajena. Deben todos proteger su alrededor como un país se protege de un espía, porque no hay limite para la intimidad y la privacidad si se pone en su debido contexto. El ser humano inocentemente está abriendo sus puestas a una invasión de su naturaleza"
Ciencia,"Todo quien utilice los artificios del hombre está contribuyendo a auto destruirse, no menciono ni siquiera a la contaminación como causa, sino a la ciencia de datos. Estamos regalando nuestra naturaleza para ser entendida por un artificio que como mínimo puede remplazarnos en habilidades. Este es un artificio nos puede engañar, que nos puede manipular, que nos puede vigilar e incluso predecir. Es tanta la cantidad de información que entre todos proveemos a los artífices que es imposible que no nos pueda conocer mejor que nosotros mismos. Así como el hombre aprende a cazar animales aprendiendo de su comportamiento, este artificio tiene la posibilidad de hacerlo con nosotros. No hay necesidad ni es conveniente solo estudiar el comportamiento de uno en específico, entre más animales se puedan observar, mejor será para comprenderlos. Así mismo nos exponemos al hacer uso del artificio. No se engañen, que a nadie van a agarrar mediante las intimidades. Cuando lo que importan son las masas, no importa estudiar a los individuos. No hay razón para creer que hay seguridad manteniendo la privacidad, si se es gregario. Insensato es creer que de hecho existe tal cosa como la intimidad. La intimidad es relativa, y es intimidad el comportamiento que hay en común cuando se ve a través de ojos extranjeros. Como quien vigila desde afuera una casa ajena. Deben todos proteger su alrededor como un país se protege de un espía, porque no hay limite para la intimidad y la privacidad si se pone en su debido contexto. El ser humano inocentemente está abriendo sus puestas a una invasión de su naturaleza"
Humanos,"Todo quien utilice los artificios del hombre está contribuyendo a auto destruirse, no menciono ni siquiera a la contaminación como causa, sino a la ciencia de datos. Estamos regalando nuestra naturaleza para ser entendida por un artificio que como mínimo puede remplazarnos en habilidades. Este es un artificio nos puede engañar, que nos puede manipular, que nos puede vigilar e incluso predecir. Es tanta la cantidad de información que entre todos proveemos a los artífices que es imposible que no nos pueda conocer mejor que nosotros mismos. Así como el hombre aprende a cazar animales aprendiendo de su comportamiento, este artificio tiene la posibilidad de hacerlo con nosotros. No hay necesidad ni es conveniente solo estudiar el comportamiento de uno en específico, entre más animales se puedan observar, mejor será para comprenderlos. Así mismo nos exponemos al hacer uso del artificio. No se engañen, que a nadie van a agarrar mediante las intimidades. Cuando lo que importan son las masas, no importa estudiar a los individuos. No hay razón para creer que hay seguridad manteniendo la privacidad, si se es gregario. Insensato es creer que de hecho existe tal cosa como la intimidad. La intimidad es relativa, y es intimidad el comportamiento que hay en común cuando se ve a través de ojos extranjeros. Como quien vigila desde afuera una casa ajena. Deben todos proteger su alrededor como un país se protege de un espía, porque no hay limite para la intimidad y la privacidad si se pone en su debido contexto. El ser humano inocentemente está abriendo sus puestas a una invasión de su naturaleza"
Artificio,"Todo quien utilice los artificios del hombre está contribuyendo a auto destruirse, no menciono ni siquiera a la contaminación como causa, sino a la ciencia de datos. Estamos regalando nuestra naturaleza para ser entendida por un artificio que como mínimo puede remplazarnos en habilidades. Este es un artificio nos puede engañar, que nos puede manipular, que nos puede vigilar e incluso predecir. Es tanta la cantidad de información que entre todos proveemos a los artífices que es imposible que no nos pueda conocer mejor que nosotros mismos. Así como el hombre aprende a cazar animales aprendiendo de su comportamiento, este artificio tiene la posibilidad de hacerlo con nosotros. No hay necesidad ni es conveniente solo estudiar el comportamiento de uno en específico, entre más animales se puedan observar, mejor será para comprenderlos. Así mismo nos exponemos al hacer uso del artificio. No se engañen, que a nadie van a agarrar mediante las intimidades. Cuando lo que importan son las masas, no importa estudiar a los individuos. No hay razón para creer que hay seguridad manteniendo la privacidad, si se es gregario. Insensato es creer que de hecho existe tal cosa como la intimidad. La intimidad es relativa, y es intimidad el comportamiento que hay en común cuando se ve a través de ojos extranjeros. Como quien vigila desde afuera una casa ajena. Deben todos proteger su alrededor como un país se protege de un espía, porque no hay limite para la intimidad y la privacidad si se pone en su debido contexto. El ser humano inocentemente está abriendo sus puestas a una invasión de su naturaleza"
Humanos,"Cosa más tonta que un hombre subido en un volcán? ¿Cosa más tonta que un hombre que trepa una montaña por su altura? Pensaría yo por un fruto, por un animal. No, por su altura. ¿Cosa más tonta que un hombre que viaja a la luna"
Problemas,No hay nada más seguro que lo que hizo Dios. Lo demás todo nos causa problema tras problema
Dios,No hay nada más seguro que lo que hizo Dios. Lo demás todo nos causa problema tras problema
Causas,No hay nada más seguro que lo que hizo Dios. Lo demás todo nos causa problema tras problema
Dios,No hay nada más probado y garantizado de que es bueno que lo que hizo Dios. Insensato es quien busque alternativas
Hablar,"Quiero hablar con Dios. Quiero estar en un mejor lugar para hablar con Dios. Quiero causarme facilitar tener siempre un mejor momento para hablar con Dios. Así como unos buscan la felicidad en la plata, y buscan más dinero para estar más felices, y un gran lugar para estar todavía más felices, y compañía para lograr todavía más esa felicidad. Así yo quiero acercarme a Dios, pero a Dios no se acerca uno afanándose. De Dios nunca me satisfago, como los hombres no se satisfacen con el dinero, pero de Dios no se aguarda nunca la desdicha. De Dios no se encuentra nunca la ironía. De Dios mucho nunca deja de ser bueno. De Dios mucho nunca llega a ser envidiable, porque nadie que no tenga de Dios sabe lo que es bueno, y el que sabe, sabe que nada hay entre esta y Dios para no alcanzarlo. Y cuando digo nada de verdad quiero decir nada. No hay nada entre nosotros y Dios para no poder alcanzarlo, si hasta los animales viven abundantes de Dios"
Verdad,"Quiero hablar con Dios. Quiero estar en un mejor lugar para hablar con Dios. Quiero causarme facilitar tener siempre un mejor momento para hablar con Dios. Así como unos buscan la felicidad en la plata, y buscan más dinero para estar más felices, y un gran lugar para estar todavía más felices, y compañía para lograr todavía más esa felicidad. Así yo quiero acercarme a Dios, pero a Dios no se acerca uno afanándose. De Dios nunca me satisfago, como los hombres no se satisfacen con el dinero, pero de Dios no se aguarda nunca la desdicha. De Dios no se encuentra nunca la ironía. De Dios mucho nunca deja de ser bueno. De Dios mucho nunca llega a ser envidiable, porque nadie que no tenga de Dios sabe lo que es bueno, y el que sabe, sabe que nada hay entre esta y Dios para no alcanzarlo. Y cuando digo nada de verdad quiero decir nada. No hay nada entre nosotros y Dios para no poder alcanzarlo, si hasta los animales viven abundantes de Dios"
Felicidad,"Quiero hablar con Dios. Quiero estar en un mejor lugar para hablar con Dios. Quiero causarme facilitar tener siempre un mejor momento para hablar con Dios. Así como unos buscan la felicidad en la plata, y buscan más dinero para estar más felices, y un gran lugar para estar todavía más felices, y compañía para lograr todavía más esa felicidad. Así yo quiero acercarme a Dios, pero a Dios no se acerca uno afanándose. De Dios nunca me satisfago, como los hombres no se satisfacen con el dinero, pero de Dios no se aguarda nunca la desdicha. De Dios no se encuentra nunca la ironía. De Dios mucho nunca deja de ser bueno. De Dios mucho nunca llega a ser envidiable, porque nadie que no tenga de Dios sabe lo que es bueno, y el que sabe, sabe que nada hay entre esta y Dios para no alcanzarlo. Y cuando digo nada de verdad quiero decir nada. No hay nada entre nosotros y Dios para no poder alcanzarlo, si hasta los animales viven abundantes de Dios"
Dios,"Quiero hablar con Dios. Quiero estar en un mejor lugar para hablar con Dios. Quiero causarme facilitar tener siempre un mejor momento para hablar con Dios. Así como unos buscan la felicidad en la plata, y buscan más dinero para estar más felices, y un gran lugar para estar todavía más felices, y compañía para lograr todavía más esa felicidad. Así yo quiero acercarme a Dios, pero a Dios no se acerca uno afanándose. De Dios nunca me satisfago, como los hombres no se satisfacen con el dinero, pero de Dios no se aguarda nunca la desdicha. De Dios no se encuentra nunca la ironía. De Dios mucho nunca deja de ser bueno. De Dios mucho nunca llega a ser envidiable, porque nadie que no tenga de Dios sabe lo que es bueno, y el que sabe, sabe que nada hay entre esta y Dios para no alcanzarlo. Y cuando digo nada de verdad quiero decir nada. No hay nada entre nosotros y Dios para no poder alcanzarlo, si hasta los animales viven abundantes de Dios"
Dinero,"Quiero hablar con Dios. Quiero estar en un mejor lugar para hablar con Dios. Quiero causarme facilitar tener siempre un mejor momento para hablar con Dios. Así como unos buscan la felicidad en la plata, y buscan más dinero para estar más felices, y un gran lugar para estar todavía más felices, y compañía para lograr todavía más esa felicidad. Así yo quiero acercarme a Dios, pero a Dios no se acerca uno afanándose. De Dios nunca me satisfago, como los hombres no se satisfacen con el dinero, pero de Dios no se aguarda nunca la desdicha. De Dios no se encuentra nunca la ironía. De Dios mucho nunca deja de ser bueno. De Dios mucho nunca llega a ser envidiable, porque nadie que no tenga de Dios sabe lo que es bueno, y el que sabe, sabe que nada hay entre esta y Dios para no alcanzarlo. Y cuando digo nada de verdad quiero decir nada. No hay nada entre nosotros y Dios para no poder alcanzarlo, si hasta los animales viven abundantes de Dios"
Animales,"Quiero hablar con Dios. Quiero estar en un mejor lugar para hablar con Dios. Quiero causarme facilitar tener siempre un mejor momento para hablar con Dios. Así como unos buscan la felicidad en la plata, y buscan más dinero para estar más felices, y un gran lugar para estar todavía más felices, y compañía para lograr todavía más esa felicidad. Así yo quiero acercarme a Dios, pero a Dios no se acerca uno afanándose. De Dios nunca me satisfago, como los hombres no se satisfacen con el dinero, pero de Dios no se aguarda nunca la desdicha. De Dios no se encuentra nunca la ironía. De Dios mucho nunca deja de ser bueno. De Dios mucho nunca llega a ser envidiable, porque nadie que no tenga de Dios sabe lo que es bueno, y el que sabe, sabe que nada hay entre esta y Dios para no alcanzarlo. Y cuando digo nada de verdad quiero decir nada. No hay nada entre nosotros y Dios para no poder alcanzarlo, si hasta los animales viven abundantes de Dios"
Poder,"Quiero hablar con Dios. Quiero estar en un mejor lugar para hablar con Dios. Quiero causarme facilitar tener siempre un mejor momento para hablar con Dios. Así como unos buscan la felicidad en la plata, y buscan más dinero para estar más felices, y un gran lugar para estar todavía más felices, y compañía para lograr todavía más esa felicidad. Así yo quiero acercarme a Dios, pero a Dios no se acerca uno afanándose. De Dios nunca me satisfago, como los hombres no se satisfacen con el dinero, pero de Dios no se aguarda nunca la desdicha. De Dios no se encuentra nunca la ironía. De Dios mucho nunca deja de ser bueno. De Dios mucho nunca llega a ser envidiable, porque nadie que no tenga de Dios sabe lo que es bueno, y el que sabe, sabe que nada hay entre esta y Dios para no alcanzarlo. Y cuando digo nada de verdad quiero decir nada. No hay nada entre nosotros y Dios para no poder alcanzarlo, si hasta los animales viven abundantes de Dios"
Humanos,"Quiero hablar con Dios. Quiero estar en un mejor lugar para hablar con Dios. Quiero causarme facilitar tener siempre un mejor momento para hablar con Dios. Así como unos buscan la felicidad en la plata, y buscan más dinero para estar más felices, y un gran lugar para estar todavía más felices, y compañía para lograr todavía más esa felicidad. Así yo quiero acercarme a Dios, pero a Dios no se acerca uno afanándose. De Dios nunca me satisfago, como los hombres no se satisfacen con el dinero, pero de Dios no se aguarda nunca la desdicha. De Dios no se encuentra nunca la ironía. De Dios mucho nunca deja de ser bueno. De Dios mucho nunca llega a ser envidiable, porque nadie que no tenga de Dios sabe lo que es bueno, y el que sabe, sabe que nada hay entre esta y Dios para no alcanzarlo. Y cuando digo nada de verdad quiero decir nada. No hay nada entre nosotros y Dios para no poder alcanzarlo, si hasta los animales viven abundantes de Dios"
Verdad,"En Dios de verdad que nadie es feo, nadie es poco talentoso, nadie es despreciable, nadie es pobre, nadie es menos ni más que nadie. Es que no hay nadie que sea abundante en Dios que nadie no pueda admirar. Todo el mundo reconoce a un dado por Dios cuando lo tiene de frente, aunque esté adoctrinado a admirar lo contrario. Con gran confusión se va a quedar semejante persona"
Dios,"En Dios de verdad que nadie es feo, nadie es poco talentoso, nadie es despreciable, nadie es pobre, nadie es menos ni más que nadie. Es que no hay nadie que sea abundante en Dios que nadie no pueda admirar. Todo el mundo reconoce a un dado por Dios cuando lo tiene de frente, aunque esté adoctrinado a admirar lo contrario. Con gran confusión se va a quedar semejante persona"
Admirar,"En Dios de verdad que nadie es feo, nadie es poco talentoso, nadie es despreciable, nadie es pobre, nadie es menos ni más que nadie. Es que no hay nadie que sea abundante en Dios que nadie no pueda admirar. Todo el mundo reconoce a un dado por Dios cuando lo tiene de frente, aunque esté adoctrinado a admirar lo contrario. Con gran confusión se va a quedar semejante persona"
Pobreza,"En Dios de verdad que nadie es feo, nadie es poco talentoso, nadie es despreciable, nadie es pobre, nadie es menos ni más que nadie. Es que no hay nadie que sea abundante en Dios que nadie no pueda admirar. Todo el mundo reconoce a un dado por Dios cuando lo tiene de frente, aunque esté adoctrinado a admirar lo contrario. Con gran confusión se va a quedar semejante persona"
Mundo,"En Dios de verdad que nadie es feo, nadie es poco talentoso, nadie es despreciable, nadie es pobre, nadie es menos ni más que nadie. Es que no hay nadie que sea abundante en Dios que nadie no pueda admirar. Todo el mundo reconoce a un dado por Dios cuando lo tiene de frente, aunque esté adoctrinado a admirar lo contrario. Con gran confusión se va a quedar semejante persona"
Humanos,"En Dios de verdad que nadie es feo, nadie es poco talentoso, nadie es despreciable, nadie es pobre, nadie es menos ni más que nadie. Es que no hay nadie que sea abundante en Dios que nadie no pueda admirar. Todo el mundo reconoce a un dado por Dios cuando lo tiene de frente, aunque esté adoctrinado a admirar lo contrario. Con gran confusión se va a quedar semejante persona"
Felicidad,"Unos tienen talento y su talento es lo que más muestran. Otros tienen belleza, y su belleza es lo que más muestran. Los que no tienen ni el uno ni el otro, su dinero es lo que más muestran. Pero todo acto de vanidad es penoso, producto de la infelicidad buscar la felicidad en la aceptación de los demás. El que es feliz se conforma consigo mismo, y todo lo que le hace feliz está en sí y para sí mismo"
Dinero,"Unos tienen talento y su talento es lo que más muestran. Otros tienen belleza, y su belleza es lo que más muestran. Los que no tienen ni el uno ni el otro, su dinero es lo que más muestran. Pero todo acto de vanidad es penoso, producto de la infelicidad buscar la felicidad en la aceptación de los demás. El que es feliz se conforma consigo mismo, y todo lo que le hace feliz está en sí y para sí mismo"
Actos,"Unos tienen talento y su talento es lo que más muestran. Otros tienen belleza, y su belleza es lo que más muestran. Los que no tienen ni el uno ni el otro, su dinero es lo que más muestran. Pero todo acto de vanidad es penoso, producto de la infelicidad buscar la felicidad en la aceptación de los demás. El que es feliz se conforma consigo mismo, y todo lo que le hace feliz está en sí y para sí mismo"
Actos,"Unos tienen talento y su talento es lo que más muestran. Otros tienen belleza, y su belleza es lo que más muestran. Los que no tienen ni el uno ni el otro, su dinero es lo que más muestran. Pero todo acto de vanidad es penoso, producto de la infelicidad buscar la felicidad en la aceptación de los demás. El que es feliz se conforma consigo mismo, y todo lo que le hace feliz está en sí y para sí mismo"
Aceptación,"Unos tienen talento y su talento es lo que más muestran. Otros tienen belleza, y su belleza es lo que más muestran. Los que no tienen ni el uno ni el otro, su dinero es lo que más muestran. Pero todo acto de vanidad es penoso, producto de la infelicidad buscar la felicidad en la aceptación de los demás. El que es feliz se conforma consigo mismo, y todo lo que le hace feliz está en sí y para sí mismo"
Sentido,"Que no se crea nadie que concuerdo con todo de aquello de quienes palabras recito, que aunque no estoy en desacuerdo, no cito sus palabras porque yo mismo no las utilizaría, o porque no es mi propósito recitar todos los textos. Pero entiéndase que yo no concuerdo con las palabras, sino con el sentido de las palabras, y estas fácilmente pueden engañar a cualquiera a entender que yo entiendo las cosas a como otros creen. Yo entiendo lo que escribo y me esfuerzo en explicar, y lo que profeso está en lo que escribo nada más. Lo que no haya escrito o recitado, no se me debe nunca de suponer. Y asimismo pienso que se debe hacer con los demás"
Entendimiento,"Que no se crea nadie que concuerdo con todo de aquello de quienes palabras recito, que aunque no estoy en desacuerdo, no cito sus palabras porque yo mismo no las utilizaría, o porque no es mi propósito recitar todos los textos. Pero entiéndase que yo no concuerdo con las palabras, sino con el sentido de las palabras, y estas fácilmente pueden engañar a cualquiera a entender que yo entiendo las cosas a como otros creen. Yo entiendo lo que escribo y me esfuerzo en explicar, y lo que profeso está en lo que escribo nada más. Lo que no haya escrito o recitado, no se me debe nunca de suponer. Y asimismo pienso que se debe hacer con los demás"
Ley,"Nadie no nada es imprescindible. Si la Biblia y toda la sabiduría la eliminaran, pronto solas volverían a surgir. Nadie se afane por lo que es de Dios hacer, es decir, acabar con los bárbaros y con su barbaridad, acabar con sus planes, con sus maldades. Solo ocúpense de los dones de Dios y sus mandamientos, que los de Dios llevamos en el corazón. Esto es lo que nos une. A los demás los une las leyes que son palabras de los hombres, y en contra su propio bienestar"
Dios,"Nadie no nada es imprescindible. Si la Biblia y toda la sabiduría la eliminaran, pronto solas volverían a surgir. Nadie se afane por lo que es de Dios hacer, es decir, acabar con los bárbaros y con su barbaridad, acabar con sus planes, con sus maldades. Solo ocúpense de los dones de Dios y sus mandamientos, que los de Dios llevamos en el corazón. Esto es lo que nos une. A los demás los une las leyes que son palabras de los hombres, y en contra su propio bienestar"
Sabiduría,"Nadie no nada es imprescindible. Si la Biblia y toda la sabiduría la eliminaran, pronto solas volverían a surgir. Nadie se afane por lo que es de Dios hacer, es decir, acabar con los bárbaros y con su barbaridad, acabar con sus planes, con sus maldades. Solo ocúpense de los dones de Dios y sus mandamientos, que los de Dios llevamos en el corazón. Esto es lo que nos une. A los demás los une las leyes que son palabras de los hombres, y en contra su propio bienestar"
Humanos,"Nadie no nada es imprescindible. Si la Biblia y toda la sabiduría la eliminaran, pronto solas volverían a surgir. Nadie se afane por lo que es de Dios hacer, es decir, acabar con los bárbaros y con su barbaridad, acabar con sus planes, con sus maldades. Solo ocúpense de los dones de Dios y sus mandamientos, que los de Dios llevamos en el corazón. Esto es lo que nos une. A los demás los une las leyes que son palabras de los hombres, y en contra su propio bienestar"
Día,"Porque no se tiene una cultura debidamente desarrollada, el vulgo tiende a tomar de la sabiduría solo lo que les gusta y no lo que les incomoda o les es extraño o incomprensible. Los sabios no llegan a tales conclusiones de un día a la mañana. Y lo que de un sabio se entiende de un día a la mañana es probablemente cualquier cosa menos lo que se tiene que entender"
Entendimiento,"Porque no se tiene una cultura debidamente desarrollada, el vulgo tiende a tomar de la sabiduría solo lo que les gusta y no lo que les incomoda o les es extraño o incomprensible. Los sabios no llegan a tales conclusiones de un día a la mañana. Y lo que de un sabio se entiende de un día a la mañana es probablemente cualquier cosa menos lo que se tiene que entender"
Cultura,"Porque no se tiene una cultura debidamente desarrollada, el vulgo tiende a tomar de la sabiduría solo lo que les gusta y no lo que les incomoda o les es extraño o incomprensible. Los sabios no llegan a tales conclusiones de un día a la mañana. Y lo que de un sabio se entiende de un día a la mañana es probablemente cualquier cosa menos lo que se tiene que entender"
Sabiduría,"Porque no se tiene una cultura debidamente desarrollada, el vulgo tiende a tomar de la sabiduría solo lo que les gusta y no lo que les incomoda o les es extraño o incomprensible. Los sabios no llegan a tales conclusiones de un día a la mañana. Y lo que de un sabio se entiende de un día a la mañana es probablemente cualquier cosa menos lo que se tiene que entender"
Sentido,"Definitivamente no tienen sentidos quienes creen que el estoicismo es adaptarse e ignorar al dolor. Pues se escucharán personas que nada hacen por ello y sufriendo se sienten iluminados, como quien se sintiese iluminado por no comer y con hambre creer que está ayunando. No es nada distinto esto a los ascetas que los mismos iluminados budistas o hindúes estaban en contra por su estupidez. Esos se tiraran pedos y hasta en sus pantalones se cagarán pero de comer mal nunca dejarán. Esos se enfermarán, pero no dejarán de hacer lo que les enferma, solo no buscaran que lo que les enferme les deje de enfermar, que no se si es tan mal o peor que lo intentar lo contrario. Dolerán pero no dejarán de hacer lo que les hace sentir mal, ni siquiera en ello pensarán"
Mal,"Definitivamente no tienen sentidos quienes creen que el estoicismo es adaptarse e ignorar al dolor. Pues se escucharán personas que nada hacen por ello y sufriendo se sienten iluminados, como quien se sintiese iluminado por no comer y con hambre creer que está ayunando. No es nada distinto esto a los ascetas que los mismos iluminados budistas o hindúes estaban en contra por su estupidez. Esos se tiraran pedos y hasta en sus pantalones se cagarán pero de comer mal nunca dejarán. Esos se enfermarán, pero no dejarán de hacer lo que les enferma, solo no buscaran que lo que les enferme les deje de enfermar, que no se si es tan mal o peor que lo intentar lo contrario. Dolerán pero no dejarán de hacer lo que les hace sentir mal, ni siquiera en ello pensarán"
Humanos,"Definitivamente no tienen sentidos quienes creen que el estoicismo es adaptarse e ignorar al dolor. Pues se escucharán personas que nada hacen por ello y sufriendo se sienten iluminados, como quien se sintiese iluminado por no comer y con hambre creer que está ayunando. No es nada distinto esto a los ascetas que los mismos iluminados budistas o hindúes estaban en contra por su estupidez. Esos se tiraran pedos y hasta en sus pantalones se cagarán pero de comer mal nunca dejarán. Esos se enfermarán, pero no dejarán de hacer lo que les enferma, solo no buscaran que lo que les enferme les deje de enfermar, que no se si es tan mal o peor que lo intentar lo contrario. Dolerán pero no dejarán de hacer lo que les hace sentir mal, ni siquiera en ello pensarán"
Mal,"Definitivamente no tienen sentidos quienes creen que el estoicismo es adaptarse e ignorar al dolor. Pues se escucharán personas que nada hacen por ello y sufriendo se sienten iluminados, como quien se sintiese iluminado por no comer y con hambre creer que está ayunando. No es nada distinto esto a los ascetas que los mismos iluminados budistas o hindúes estaban en contra por su estupidez. Esos se tiraran pedos y hasta en sus pantalones se cagarán pero de comer mal nunca dejarán. Esos se enfermarán, pero no dejarán de hacer lo que les enferma, solo no buscaran que lo que les enferme les deje de enfermar, que no se si es tan mal o peor que lo intentar lo contrario. Dolerán pero no dejarán de hacer lo que les hace sentir mal, ni siquiera en ello pensarán"
Gente,"Hoy se vive en un mundo tan insensato que de pueden encontrar gente avariciosa, codiciosa, opulenta, llamándose a sí mismos estoicos. Gente que discrimina y desprecia que se hacen llamar cristianos. Gente que recursifican, comercializan, contaminan, explotan y se hacen llamar budistas o hindúes"
Mundo,"Hoy se vive en un mundo tan insensato que de pueden encontrar gente avariciosa, codiciosa, opulenta, llamándose a sí mismos estoicos. Gente que discrimina y desprecia que se hacen llamar cristianos. Gente que recursifican, comercializan, contaminan, explotan y se hacen llamar budistas o hindúes"
Mal,"No ha sido plan de nadie hacer mal a nadie teniendo que han sido afectados hasta ellos mismos, afectando al resto de seres vivos y hasta al mismo planeta. Es la estupidez la que ha dictado la historia y la que sigue dictando el futuro, especialmente a través de los poderosos"
Mal,"No ha sido plan de nadie hacer mal a nadie teniendo que han sido afectados hasta ellos mismos, afectando al resto de seres vivos y hasta al mismo planeta. Es la estupidez la que ha dictado la historia y la que sigue dictando el futuro, especialmente a través de los poderosos"
Cultura,Cuán llana debe ser la cultura de aquel que se ve entretenido por las sugerencias de las plataformas de entretenimiento
Dios,"Dedíquese el mundo a escuchar a Dios, no a las antiguas palabras. Dedíquese el mundo a escuchar no las antiguas palabras, sino al Dios que inspiró las antiguas palabras"
Mundo,"Dedíquese el mundo a escuchar a Dios, no a las antiguas palabras. Dedíquese el mundo a escuchar no las antiguas palabras, sino al Dios que inspiró las antiguas palabras"
Dios,"La tierra prometida no nos viene de la fuerza, nos viene de Dios. Atestigua la antigua historia, que nunca conquisto ni con la fuerza conquistarán, especialmente aquellos hijos del engaño y la explotación"
Engaño,"La tierra prometida no nos viene de la fuerza, nos viene de Dios. Atestigua la antigua historia, que nunca conquisto ni con la fuerza conquistarán, especialmente aquellos hijos del engaño y la explotación"
Dios,"No todo aquel llamado judío es judío, pero sí hebreo. No todo aquel llamado judío, es exclusivamente hebreo. Pues saben los de Dios sin nombres ni etiquetas, y a puro corazón, quienes son víctimas de la piedra de tropiezo y quienes piedra del nuevo templo"
Dios,Qué bendición ser de buen corazón. ¿Qué más se puede pedir? ¿Para qué tener todo lo que se pudiera tener para ser despreciable y efectivamente despreciado? Sin mencionar ser enemigo de Dios
Bien,Qué bendición ser de buen corazón. ¿Qué más se puede pedir? ¿Para qué tener todo lo que se pudiera tener para ser despreciable y efectivamente despreciado? Sin mencionar ser enemigo de Dios
Hablar,"Aprender de los animales a no hablar. Que desgracia tener que hablar, que no se sea consciente alrededor, que no conozcan las obviedades, que la ansiedad cause la necesidad. ¿No le basta a un bebe con hacer sonidos o llorar? ¿No le bastan a los animales hacer mínimos sonidos o chillar? ¿No suenan más por defensa y advertencia que por otra cosa"
Necesidad,"Aprender de los animales a no hablar. Que desgracia tener que hablar, que no se sea consciente alrededor, que no conozcan las obviedades, que la ansiedad cause la necesidad. ¿No le basta a un bebe con hacer sonidos o llorar? ¿No le bastan a los animales hacer mínimos sonidos o chillar? ¿No suenan más por defensa y advertencia que por otra cosa"
Animales,"Aprender de los animales a no hablar. Que desgracia tener que hablar, que no se sea consciente alrededor, que no conozcan las obviedades, que la ansiedad cause la necesidad. ¿No le basta a un bebe con hacer sonidos o llorar? ¿No le bastan a los animales hacer mínimos sonidos o chillar? ¿No suenan más por defensa y advertencia que por otra cosa"
Entendimiento,"No se imite nada, sino antes entender"
